"stockid","stocklong","year","SSB","TBbest","TCbest","TB","TC","R"
"HERRPRD","Pacific herring Prince Rupert District",1952,22226.51,101000,52949.196,101000,52400,134803920
"HERRPRD","Pacific herring Prince Rupert District",1953,30053.543,58300,937.0974,58300,1870,227941180
"HERRPRD","Pacific herring Prince Rupert District",1954,26612.541,67100,27174.402,67100,27300,487745100
"HERRPRD","Pacific herring Prince Rupert District",1955,21137.896,54200,17478.285,54200,17800,142156860
"HERRPRD","Pacific herring Prince Rupert District",1956,23800.316,44200,9674.11,44200,10200,1039215700
"HERRPRD","Pacific herring Prince Rupert District",1957,13161.522,47800,28110.435,47800,28000,588235300
"HERRPRD","Pacific herring Prince Rupert District",1958,24431.27,47300,3757.2634,47300,4520,289215700
"HERRPRD","Pacific herring Prince Rupert District",1959,45715.702,70400,9190.653,70400,10200,980392150
"HERRPRD","Pacific herring Prince Rupert District",1960,50000,104000,18880.026,104000,18500,223039220
"HERRPRD","Pacific herring Prince Rupert District",1961,56048.042,140000,43227.165,140000,42700,107843140
"HERRPRD","Pacific herring Prince Rupert District",1962,85003.02,138000,27619.879,138000,27700,63725490
"HERRPRD","Pacific herring Prince Rupert District",1963,65599.78,149000,40146.458,149000,40200,129901960
"HERRPRD","Pacific herring Prince Rupert District",1964,61220.123,125000,29267.963,125000,29900,75980390
"HERRPRD","Pacific herring Prince Rupert District",1965,43539.097,111000,41793.83,111000,44200,161764710
"HERRPRD","Pacific herring Prince Rupert District",1966,22727.88,50700,17205.675,50700,17300,178921570
"HERRPRD","Pacific herring Prince Rupert District",1967,9740.276,29600,7744.8964,29600,8000,56372547
"HERRPRD","Pacific herring Prince Rupert District",1968,8020.553,20100,1831.9544,20100,2070,178921570
"HERRPRD","Pacific herring Prince Rupert District",1969,8179.38,21300,879.5936,21300,0,186274500
"HERRPRD","Pacific herring Prince Rupert District",1970,9746.965,29200,3002.971,29200,1330,1.25e+08
"HERRPRD","Pacific herring Prince Rupert District",1971,9905.481,23600,3709.6987,23600,3500,56372547
"HERRPRD","Pacific herring Prince Rupert District",1972,10064.309,30200,869.29977,30200,4490,85784320
"HERRPRD","Pacific herring Prince Rupert District",1973,12570.08,40500,2520.9339,40500,1610,44117645
"HERRPRD","Pacific herring Prince Rupert District",1974,17423.729,42800,1099.3146,42800,3820,39215687
"HERRPRD","Pacific herring Prince Rupert District",1975,17895.7,31000,2986.9978,31000,1700,230392150
"HERRPRD","Pacific herring Prince Rupert District",1976,20089.106,36600,7239.787,36600,4310,107843140
"HERRPRD","Pacific herring Prince Rupert District",1977,14457.342,35900,7945.0946,35900,8140,117647060
"HERRPRD","Pacific herring Prince Rupert District",1978,9608.36,26900,3921.9654,26900,8590,171568630
"HERRPRD","Pacific herring Prince Rupert District",1979,9610.5385,33400,2735.6853,33400,4320,463235300
"HERRPRD","Pacific herring Prince Rupert District",1980,14620.214,34200,2496.4416,34200,3430,171568630
"HERRPRD","Pacific herring Prince Rupert District",1981,17438.662,35500,1074.4673,35500,3090,132352940
"HERRPRD","Pacific herring Prince Rupert District",1982,20414.537,36800,0,36800,1980,382352940
"HERRPRD","Pacific herring Prince Rupert District",1983,27302.765,55800,3197.4897,55800,0,308823520
"HERRPRD","Pacific herring Prince Rupert District",1984,36695.52,68900,5792.9654,68900,3710,205882350
"HERRPRD","Pacific herring Prince Rupert District",1985,34662.807,64800,8153.811,64800,6750,90686270
"HERRPRD","Pacific herring Prince Rupert District",1986,37168.73,85500,6024.045,85500,8680,441176480
"HERRPRD","Pacific herring Prince Rupert District",1987,37327.25,81500,7911.7284,81500,6270,357843140
"HERRPRD","Pacific herring Prince Rupert District",1988,31852.915,70100,7907.8236,70100,7970,142156860
"HERRPRD","Pacific herring Prince Rupert District",1989,26221.308,57100,4121.4533,57100,8470,58823530
"HERRPRD","Pacific herring Prince Rupert District",1990,26849.15,62900,2935.8833,62900,4690,105392160
"HERRPRD","Pacific herring Prince Rupert District",1991,30293.573,62200,4588.2273,62200,3510,370098050
"HERRPRD","Pacific herring Prince Rupert District",1992,31861.004,59200,5766.343,59200,5180,166666670
"HERRPRD","Pacific herring Prince Rupert District",1993,27950.987,48300,3635.1569,48300,6320,269607850
"HERRPRD","Pacific herring Prince Rupert District",1994,19659.447,36900,1267.9211,36900,4690,75980390
"HERRPRD","Pacific herring Prince Rupert District",1995,20756.927,45600,1974.2937,45600,2060,178921570
"HERRPRD","Pacific herring Prince Rupert District",1996,25297.276,49400,4806.8833,49400,3090,291666660
"HERRPRD","Pacific herring Prince Rupert District",1997,23578.331,52700,2439.2927,52700,5540,176470580
"HERRPRD","Pacific herring Prince Rupert District",1998,22015.257,41200,1018.0285,41200,3220,524509800
"HERRPRD","Pacific herring Prince Rupert District",1999,23425.882,47200,3614.924,47200,2120,78431370
"HERRPRD","Pacific herring Prince Rupert District",2000,19672.825,48200,2193.6598,48200,4320,161764710
"HERRPRD","Pacific herring Prince Rupert District",2001,21708.492,45900,3372.8404,45900,2920,137254900
"HERRPRD","Pacific herring Prince Rupert District",2002,21084.538,60100,2659.7235,60100,4490,377451000
"HERRPRD","Pacific herring Prince Rupert District",2003,25312.988,52300,3602.1454,52300,4010,127450980
"HERRPRD","Pacific herring Prince Rupert District",2004,19212.21,44200,2889.3836,44200,4110,137254900
"HERRPRD","Pacific herring Prince Rupert District",2005,13736.785,33800,1703.8133,33800,3800,218137250
"HERRPRD","Pacific herring Prince Rupert District",2006,13896.079,41300,754.6473,41300,2620,264705870
"HERRPRD","Pacific herring Prince Rupert District",2007,15462.575,33200,1223.5509,33200,969,139705890
"HERRPRD","Pacific herring Prince Rupert District",2008,15777.43,33900,1929.9235,33900,1660,218137250
"HERRPRD","Pacific herring Prince Rupert District",2009,14527.5,34700,270.48036,34700,2000,75980390
"HERRPRD","Pacific herring Prince Rupert District",2010,15782.408,41200,1214.322,41200,1480,453431370
"HERRPRD","Pacific herring Prince Rupert District",2011,16879.267,38400,500.85014,38400,2150,193627460
"HERRPRD","Pacific herring Prince Rupert District",2012,15629.492,42500,1442.9169,42500,1380,139705890
"HERRPRD","Pacific herring Prince Rupert District",2013,16571.411,36300,1440.7872,36300,2030,164215680
"HERRPRD","Pacific herring Prince Rupert District",2014,16573.59,39400,1910.4007,39400,2000,NA
"HERRPRD","Pacific herring Prince Rupert District",2015,21897.032,56300,1910.4007,56300,2160,NA
"HERRPRD","Pacific herring Prince Rupert District",2016,22524.563,NA,1910.4007,NA,NA,NA
"HERRPRD","Pacific herring Prince Rupert District",2017,21900.61,NA,NA,NA,NA,NA
"HERRPRD","Pacific herring Prince Rupert District",2018,25000,NA,NA,NA,NA,NA
"HERRPWS","Pacific herring Prince William Sound",1980,48300,52800,5720,52800,71900000,4.14e+08
"HERRPWS","Pacific herring Prince William Sound",1981,51100,63300,12700,63300,1.28e+08,3.35e+08
"HERRPWS","Pacific herring Prince William Sound",1982,47400,54200,6840,54200,66300000,1.12e+08
"HERRPWS","Pacific herring Prince William Sound",1983,56400,59000,2570,59000,23800000,1.04e+08
"HERRPWS","Pacific herring Prince William Sound",1984,64500,69800,5710,69800,59400000,1.06e+09
"HERRPWS","Pacific herring Prince William Sound",1985,79100,85600,6510,85600,62400000,99600000
"HERRPWS","Pacific herring Prince William Sound",1986,65600,75200,9310,75200,84100000,74900000
"HERRPWS","Pacific herring Prince William Sound",1987,70600,75500,5000,75500,57600000,84800000
"HERRPWS","Pacific herring Prince William Sound",1988,93500,101000,7560,101000,92700000,1.01e+09
"HERRPWS","Pacific herring Prince William Sound",1989,105000,105000,0,105000,4900000,1.2e+08
"HERRPWS","Pacific herring Prince William Sound",1990,84300,93400,8040,93400,79400000,1.59e+08
"HERRPWS","Pacific herring Prince William Sound",1991,71900,84700,11500,84700,1.44e+08,79500000
"HERRPWS","Pacific herring Prince William Sound",1992,80200,96600,16100,96600,1.92e+08,1.64e+08
"HERRPWS","Pacific herring Prince William Sound",1993,31900,33900,934,33900,2.3e+07,1.58e+08
"HERRPWS","Pacific herring Prince William Sound",1994,16700,16700,137,16700,0,2.7e+08
"HERRPWS","Pacific herring Prince William Sound",1995,15700,15700,0,15700,0,1.23e+08
"HERRPWS","Pacific herring Prince William Sound",1996,19900,19900,0,19900,4220000,23800000
"HERRPWS","Pacific herring Prince William Sound",1997,24400,28100,4430,28100,39600000,27900000
"HERRPWS","Pacific herring Prince William Sound",1998,20500,23500,3400,23500,34300000,20300000
"HERRPWS","Pacific herring Prince William Sound",1999,16300,16300,0,16300,420000,2.95e+08
"HERRPWS","Pacific herring Prince William Sound",2000,13900,13900,0,13900,0,83700000
"HERRPWS","Pacific herring Prince William Sound",2001,10700,10700,0,10700,0,50100000
"HERRPWS","Pacific herring Prince William Sound",2002,13000,13000,0,13000,0,55300000
"HERRPWS","Pacific herring Prince William Sound",2003,17600,17600,0,17600,0,30300000
"HERRPWS","Pacific herring Prince William Sound",2004,19300,19300,0,19300,0,NA
"HERRPWS","Pacific herring Prince William Sound",2005,13200,13200,0,13200,0,NA
"HERRPWS","Pacific herring Prince William Sound",2006,9500,9500,0,9500,0,NA
"HERRQCI","Pacific herring Queen Charlotte Islands",1949,NA,NA,NA,NA,NA,1046891600
"HERRQCI","Pacific herring Queen Charlotte Islands",1950,NA,NA,NA,NA,NA,170514420
"HERRQCI","Pacific herring Queen Charlotte Islands",1951,9207.145,22800,3063.3,22800,2850,149386600
"HERRQCI","Pacific herring Queen Charlotte Islands",1952,6969.1014,26400,10014.7,26400,10100,178253220
"HERRQCI","Pacific herring Queen Charlotte Islands",1953,39894.26,75500,235.641,75500,0,141325230
"HERRQCI","Pacific herring Queen Charlotte Islands",1954,53583.26,96500,1649.48,96500,1790,283365480
"HERRQCI","Pacific herring Queen Charlotte Islands",1955,64205.86,102000,353.461,102000,498,93817200
"HERRQCI","Pacific herring Queen Charlotte Islands",1956,44031.506,103000,77525.8,103000,77500,293746580
"HERRQCI","Pacific herring Queen Charlotte Islands",1957,7929.1553,33700,22268,33700,21800,456817900
"HERRQCI","Pacific herring Queen Charlotte Islands",1958,4982.908,26700,11192.9,26700,11100,398853500
"HERRQCI","Pacific herring Queen Charlotte Islands",1959,8289.626,27100,7187.04,27100,6830,267205100
"HERRQCI","Pacific herring Queen Charlotte Islands",1960,18560.4,37600,117.82,37600,0,222387790
"HERRQCI","Pacific herring Queen Charlotte Islands",1961,23753.582,67800,824.742,67800,576,574937440
"HERRQCI","Pacific herring Queen Charlotte Islands",1962,36383.038,96300,7658.32,96300,7630,77495550
"HERRQCI","Pacific herring Queen Charlotte Islands",1963,32374.6,88400,14963.2,88400,14700,53741543
"HERRQCI","Pacific herring Queen Charlotte Islands",1964,17392.235,61800,28512.5,61800,28800,93134445
"HERRQCI","Pacific herring Queen Charlotte Islands",1965,3473.0158,58900,35935.2,58900,35400,100959270
"HERRQCI","Pacific herring Queen Charlotte Islands",1966,3711.6475,16400,3652.43,16400,2750,192978180
"HERRQCI","Pacific herring Queen Charlotte Islands",1967,3950.7596,12100,471.281,12100,213,235013400
"HERRQCI","Pacific herring Queen Charlotte Islands",1968,4190.593,13400,117.82,13400,80,337574740
"HERRQCI","Pacific herring Queen Charlotte Islands",1969,5493.3343,15700,0,15700,0,290131230
"HERRQCI","Pacific herring Queen Charlotte Islands",1970,7147.1744,28100,0,28100,0,282145100
"HERRQCI","Pacific herring Queen Charlotte Islands",1971,9745.447,38500,0,38500,102,87344450
"HERRQCI","Pacific herring Queen Charlotte Islands",1972,12815.217,56000,4241.53,56000,3970,95158520
"HERRQCI","Pacific herring Queen Charlotte Islands",1973,21077.448,69800,7658.32,69800,7520,116141190
"HERRQCI","Pacific herring Queen Charlotte Islands",1974,26743.807,82000,6126.66,82000,6320,50265934
"HERRQCI","Pacific herring Queen Charlotte Islands",1975,33001.1,62400,7540.5,62400,7720,834409100
"HERRQCI","Pacific herring Queen Charlotte Islands",1976,34420.635,60300,14491.9,60300,14100,144862660
"HERRQCI","Pacific herring Queen Charlotte Islands",1977,29703.993,50800,12606.8,50800,12600,63203365
"HERRQCI","Pacific herring Queen Charlotte Islands",1978,22155.495,41400,11782,41400,11700,63138850
"HERRQCI","Pacific herring Queen Charlotte Islands",1979,16967.84,89200,7776.14,89200,7950,470962250
"HERRQCI","Pacific herring Queen Charlotte Islands",1980,21691.689,93900,3770.25,93900,3320,249824390
"HERRQCI","Pacific herring Queen Charlotte Islands",1981,36205.685,95800,5891.02,95800,5630,70802390
"HERRQCI","Pacific herring Queen Charlotte Islands",1982,47416.805,79300,4005.89,79300,3780,97048195
"HERRQCI","Pacific herring Queen Charlotte Islands",1983,52376.404,101000,5537.56,101000,5600,681186770
"HERRQCI","Pacific herring Queen Charlotte Islands",1984,38222.637,88200,4594.99,88200,4650,331102000
"HERRQCI","Pacific herring Queen Charlotte Islands",1985,38344.24,73500,6244.48,73500,6110,157343120
"HERRQCI","Pacific herring Queen Charlotte Islands",1986,36341.22,58800,3416.79,58800,3500,73057640
"HERRQCI","Pacific herring Queen Charlotte Islands",1987,28321.468,81300,2238.59,81300,2060,309823640
"HERRQCI","Pacific herring Queen Charlotte Islands",1988,25964.95,76500,0,76500,32,22923416
"HERRQCI","Pacific herring Queen Charlotte Islands",1989,33992.153,67800,1767.3,67800,1460,20211206
"HERRQCI","Pacific herring Queen Charlotte Islands",1990,33877.525,51100,6362.3,51100,6710,72772705
"HERRQCI","Pacific herring Queen Charlotte Islands",1991,20076.78,45800,4594.99,45800,4440,264802030
"HERRQCI","Pacific herring Queen Charlotte Islands",1992,15005.677,33600,2709.87,33600,2520,306815730
"HERRQCI","Pacific herring Queen Charlotte Islands",1993,15480.778,21800,2827.69,21800,2700,722523100
"HERRQCI","Pacific herring Queen Charlotte Islands",1994,11471.141,16500,471.281,16500,299,43508260
"HERRQCI","Pacific herring Queen Charlotte Islands",1995,6639.1506,28200,235.641,28200,0,146074950
"HERRQCI","Pacific herring Queen Charlotte Islands",1996,9829.798,35600,117.82,35600,0,148636640
"HERRQCI","Pacific herring Queen Charlotte Islands",1997,15143.377,68300,117.82,68300,0,143292860
"HERRQCI","Pacific herring Queen Charlotte Islands",1998,15146.742,41600,1649.48,41600,1370,387953550
"HERRQCI","Pacific herring Queen Charlotte Islands",1999,7127.2283,30500,3063.33,30500,2980,79973910
"HERRQCI","Pacific herring Queen Charlotte Islands",2000,4770.47,21800,1885.13,21800,1770,269382420
"HERRQCI","Pacific herring Queen Charlotte Islands",2001,4419.8523,18500,117.82,18500,0,64039340
"HERRQCI","Pacific herring Queen Charlotte Islands",2002,4541.451,30700,1060.38,30700,706,269221130
"HERRQCI","Pacific herring Queen Charlotte Islands",2003,5605.801,20600,0,20600,0,63883434
"HERRQCI","Pacific herring Queen Charlotte Islands",2004,4783.4473,24200,0,24200,0,300660200
"HERRQCI","Pacific herring Queen Charlotte Islands",2005,4905.2863,17000,0,17000,0,50575058
"HERRQCI","Pacific herring Queen Charlotte Islands",2006,4200.2053,22900,0,22900,0,205778520
"HERRQCI","Pacific herring Queen Charlotte Islands",2007,5500.5436,17700,0,17700,0,137260940
"HERRQCI","Pacific herring Queen Charlotte Islands",2008,5505.11,24300,0,24300,0,610884340
"HERRQCI","Pacific herring Queen Charlotte Islands",2009,6923.9225,16200,0,16200,0,55542515
"HERRQCI","Pacific herring Queen Charlotte Islands",2010,6928.2484,22600,0,22600,0,142319800
"HERRQCI","Pacific herring Queen Charlotte Islands",2011,7521.583,20600,0,20600,0,92239334
"HERRQCI","Pacific herring Queen Charlotte Islands",2012,10120.3375,43700,0,43700,0,257947570
"HERRQCI","Pacific herring Queen Charlotte Islands",2013,15551.43,35200,0,35200,0,147346390
"HERRQCI","Pacific herring Queen Charlotte Islands",2014,12000,33900,0,33900,0,NA
"HERRQCI","Pacific herring Queen Charlotte Islands",2015,10000,27200,0,27200,0,NA
"HERRQCI","Pacific herring Queen Charlotte Islands",2016,8241.804,NA,0,NA,NA,NA
"HERRQCI","Pacific herring Queen Charlotte Islands",2017,4354.9676,NA,NA,NA,NA,NA
"HERRQCI","Pacific herring Queen Charlotte Islands",2018,4476.8066,NA,NA,NA,NA,NA
"HERRRIGA","Herring Gulf of Riga East of Gotland",1976,NA,NA,NA,NA,NA,9.43e+08
"HERRRIGA","Herring Gulf of Riga East of Gotland",1977,54500,76700,24200,76700,24200,1.08e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1978,49400,66300,16700,66300,16700,9.77e+08
"HERRRIGA","Herring Gulf of Riga East of Gotland",1979,46700,66100,17100,66100,17100,1.11e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1980,46700,69500,15000,69500,15000,9.08e+08
"HERRRIGA","Herring Gulf of Riga East of Gotland",1981,47200,65500,16800,65500,16800,1.69e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1982,42800,72900,12800,72900,12800,1.25e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1983,50900,76300,15500,76300,15500,2.03e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1984,39900,66200,15800,66200,15800,1.39e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1985,51900,77500,15600,77500,15600,1.12e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1986,64300,86700,16900,86700,16900,3.93e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1987,51500,97600,12900,97600,12900,5.61e+08
"HERRRIGA","Herring Gulf of Riga East of Gotland",1988,96700,116000,16800,116000,16800,1.29e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1989,63300,86000,16800,86000,16800,3.64e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1990,77300,139000,14900,139000,14900,3.68e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1991,87200,141000,14800,141000,14800,4.31e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1992,106000,167000,20000,167000,20000,3.25e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1993,121000,175000,22200,175000,22200,2.78e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1994,125000,170000,24300,170000,24300,3.46e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1995,116000,166000,32700,166000,32700,4.65e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1996,105000,167000,32600,167000,32600,1.58e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1997,103000,134000,39800,134000,39800,2.77e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1998,81500,120000,29400,120000,29400,2.89e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",1999,83600,136000,31400,136000,31400,2.64e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2000,83300,132000,34100,132000,34100,6.08e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2001,78900,156000,38800,156000,38800,2.27e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2002,1e+05,143000,39700,143000,39700,7.02e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2003,85900,156000,40800,156000,40800,1.02e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2004,91900,120000,39100,120000,39100,3.16e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2005,73200,124000,32200,124000,32200,6.92e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2006,70700,143000,31200,143000,31200,2e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2007,90900,127000,33700,127000,33700,5.43e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2008,89600,157000,31100,157000,31100,2.79e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2009,106000,150000,32600,150000,32600,2.82e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2010,99500,140000,30200,140000,30200,1.14e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2011,101000,130000,29600,130000,29600,5.27e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2012,86600,149000,28100,149000,28100,5.59e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2013,107000,178000,26500,178000,26500,9.57e+08
"HERRRIGA","Herring Gulf of Riga East of Gotland",2014,129000,157000,26300,157000,26300,2.22e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2015,113000,149000,32900,149000,32900,3.47e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2016,96100,141000,30900,141000,30900,2.35e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2017,96900,132000,28100,132000,NA,3.06e+09
"HERRRIGA","Herring Gulf of Riga East of Gotland",2018,90100,NA,NA,NA,NA,NA
"HERRSIRS","Herring ICES 7a-g-h-j",1957,NA,NA,NA,NA,NA,4.45e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1958,242000,331000,23000,331000,23000,1.66e+09
"HERRSIRS","Herring ICES 7a-g-h-j",1959,225000,360000,15100,360000,15100,3.87e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1960,213000,285000,18300,285000,18300,4.18e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1961,179000,246000,15400,246000,15400,8.87e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1962,174000,277000,21600,277000,21600,4.22e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1963,161000,227000,17300,227000,17300,1.43e+09
"HERRSIRS","Herring ICES 7a-g-h-j",1964,180000,308000,10600,308000,10600,4.31e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1965,183000,256000,19100,256000,19100,7.54e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1966,177000,281000,27000,281000,27000,7.86e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1967,169000,273000,27700,273000,27700,9.17e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1968,171000,286000,30200,286000,30200,4.71e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1969,149000,239000,44400,239000,44400,2.55e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1970,113000,173000,31700,173000,31700,8.3e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1971,103000,199000,31400,199000,31400,2.86e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1972,89800,154000,38200,154000,38200,3.32e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1973,67700,122000,26900,122000,26900,1.64e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1974,52600,89500,19900,89500,19900,2.06e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1975,41800,76700,15600,76700,15600,2.31e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1976,38700,71200,9770,71200,9770,1.89e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1977,39200,66900,7830,66900,7830,1.49e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1978,37900,61300,7560,61300,7560,2.83e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1979,37500,72800,10300,72800,10300,1.71e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1980,34300,61900,13100,61900,13100,4.75e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1981,37900,89200,17100,89200,17100,7.41e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1982,59300,130000,13000,130000,13000,8.02e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1983,78800,163000,25000,163000,25000,6.83e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1984,81700,153000,26800,153000,26800,6.59e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1985,88200,159000,20400,159000,20400,6.72e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1986,96600,176000,25000,176000,25000,1.23e+09
"HERRSIRS","Herring ICES 7a-g-h-j",1987,110000,218000,26200,218000,26200,4.88e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1988,113000,177000,20400,177000,20400,5.91e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1989,99600,170000,23300,170000,23300,5.16e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1990,92900,152000,18400,152000,18400,2.13e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1991,74300,116000,25600,116000,25600,9.85e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1992,74100,158000,21100,158000,21100,3.69e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1993,76800,124000,18600,124000,18600,7.86e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1994,83600,157000,19300,157000,19300,7.39e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1995,85100,155000,23300,155000,23300,3.61e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1996,75300,121000,18800,121000,18800,3.83e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1997,62500,109000,20500,109000,20500,2.57e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1998,50400,86600,18000,86600,18000,5.12e+08
"HERRSIRS","Herring ICES 7a-g-h-j",1999,44700,92500,18500,92500,18500,5.12e+08
"HERRSIRS","Herring ICES 7a-g-h-j",2000,45600,93600,17200,93600,17200,5.4e+08
"HERRSIRS","Herring ICES 7a-g-h-j",2001,46300,91100,15300,91100,15300,5.94e+08
"HERRSIRS","Herring ICES 7a-g-h-j",2002,60200,110000,7470,110000,7470,1.6e+08
"HERRSIRS","Herring ICES 7a-g-h-j",2003,48800,73100,11500,73100,11500,4.18e+08
"HERRSIRS","Herring ICES 7a-g-h-j",2004,46100,81900,12700,81900,12700,1.26e+09
"HERRSIRS","Herring ICES 7a-g-h-j",2005,65800,139000,9490,139000,9490,4.25e+08
"HERRSIRS","Herring ICES 7a-g-h-j",2006,81800,124000,6940,124000,6940,8.71e+08
"HERRSIRS","Herring ICES 7a-g-h-j",2007,86100,142000,7640,142000,7640,3.51e+08
"HERRSIRS","Herring ICES 7a-g-h-j",2008,103000,143000,5870,143000,5870,1.21e+09
"HERRSIRS","Herring ICES 7a-g-h-j",2009,116000,196000,5750,196000,5750,8.9e+08
"HERRSIRS","Herring ICES 7a-g-h-j",2010,125000,195000,8370,195000,8370,1.15e+09
"HERRSIRS","Herring ICES 7a-g-h-j",2011,136000,215000,11500,215000,11500,7.77e+08
"HERRSIRS","Herring ICES 7a-g-h-j",2012,127000,192000,21800,192000,21800,4.64e+08
"HERRSIRS","Herring ICES 7a-g-h-j",2013,116000,164000,16200,164000,16200,4.14e+08
"HERRSIRS","Herring ICES 7a-g-h-j",2014,94600,140000,19600,140000,19600,2.22e+08
"HERRSIRS","Herring ICES 7a-g-h-j",2015,67000,99100,18400,99100,18400,2.73e+08
"HERRSIRS","Herring ICES 7a-g-h-j",2016,46700,75100,16300,75100,16300,3.81e+08
"HERRSIRS","Herring ICES 7a-g-h-j",2017,35700,61300,10800,61300,10800,4.38e+08
"HERRSIRS","Herring ICES 7a-g-h-j",2018,34200,NA,NA,NA,NA,NA
"HERRSITKA","Pacific herring Sitka",1978,4750,10200,NA,10200,1580000,45800000
"HERRSITKA","Pacific herring Sitka",1979,21800,55100,NA,55100,26500000,77600000
"HERRSITKA","Pacific herring Sitka",1980,39600,48600,NA,48600,47800000,4.75e+08
"HERRSITKA","Pacific herring Sitka",1981,39100,41500,NA,41500,26400000,1.75e+08
"HERRSITKA","Pacific herring Sitka",1982,28500,32600,NA,32600,33600000,68600000
"HERRSITKA","Pacific herring Sitka",1983,36700,65000,NA,65000,38300000,1.71e+08
"HERRSITKA","Pacific herring Sitka",1984,44300,55100,NA,55100,49900000,9.76e+08
"HERRSITKA","Pacific herring Sitka",1985,37400,41200,NA,41200,53800000,1e+08
"HERRSITKA","Pacific herring Sitka",1986,29500,38900,NA,38900,37900000,40800000
"HERRSITKA","Pacific herring Sitka",1987,43700,88200,NA,88200,41500000,46300000
"HERRSITKA","Pacific herring Sitka",1988,57600,65200,NA,65200,1.06e+08,9.28e+08
"HERRSITKA","Pacific herring Sitka",1989,38900,40800,NA,40800,1.33e+08,64300000
